label,data
sadness,"Mung tiasa sumerah diri, rumaos sagala rupina kagungan Gusti. Pon kitu deui panyakit..."
fear,"Tos wengi pisan ieu, Cibiru teh jauh. Palaur seeur nu teu leres"
anger,GEUS ATUH TONG MEWEK KUCINTA ATUH BRO GEULEUH SIATEH JALU! MAENYA JALU MEWEK GOBLOG! LEMAH PISAN!
joy,"Alhamdulillah sabenerna diluar dugaan, edukasi tentang wabah covid-19 ternyata geus nepi ka pelosok, matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran-na nerapkeun pola hirup sehat jeung mariilih cicing di imah, jadi lain pedah kasieunan sih ."
fear,Sarua kitu posena. Anjir lah sieun urng setiap nempo eta ava
joy,Deg degan pak kiyai. Dulu kalau lagi ngaji bab ini sok rame teu puguh. Loba babarakatakan tibatan nyimak.
sadness,Kanyaah indung mh laus barudak moal aya batasna' matak mareneh sing balageur nya' gs eweuh indung mh karasa ku abdi g teu aya pamuntang jenk tempat pambalikan
fear,"Punten pisan ieu admin abdi nyampekeun keresahan warga lembur bahwa di lembur abdi aya pendatang ti zona merah 2an mereka acan lapor ka pihak kasehatan atau Rt setempat, saya salaku warga ngarasa sieun soalna eta omat keluyuran tanpa pake masker atau alat pelindung salayakna."
fear,"Asa melang asa nineung, asa teu puguh karasana... Kabeulit kunu teu ngajirim, seseblakan ngarasakeun kareuwas"
anger,pra kirana brudak eta ngalunjak mah uang galey ku aing moal era wawuh
anger,Anying lah korona korona program kerja saha sih ieu kehed teh.
fear,Rada ngeri oge ngadenge lengser wengi
fear,Pen pake sepatu baluu tapi ek keluar ge sararieun kieu euy :( Tapi kemarin liat jati kopi rame bet teu sarieun kitu jelema
fear,urang mah langsung lumpat ngadenge suara eta
anger,Ari sia gelo atasicoronadgsyariah emang virus paeh ku syariah?? Kehed!!!
sadness,Ceuk aingge tong balik kan jd we nyeri hate:(
joy,Ti isuk resep macaan reply duh pikaserieun pisan hahaha adu bacot basa sunda x brazil
sadness,kaduhung kieu nyokot 24sks ya allah
fear,"Hadehhhhh,ibu2 malam-malam kieu nyarios cerita dunia lain.. Merinding atuh ni bulu kuduk. Sieun atuh!!"
sadness,"Ku tirisna oge tos teu walakaya, mugia teu sareng banjirna ka dulur di lembur ka baraya di kota."
sadness,"komo nahan sagala kasedih jauh ti kolot, tapi da mereun ieu ge demi nyumponan jalana hirup, ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri, Mudah2an sagala peurihna ayeuna janten bagja engkena"
sadness,"Nyurucud cai panon, coba kabeh walikota jeung bupati kawas kieu, te kudu loba ngomong atawa nungguan media."
joy,"Eta tah, nu urang bingung bari nahan seuri kuat ka remubay.. Hayang ngabarakatak, sieun dosa.. Ahahahahahahahahahahaha.."
sadness,"Ngedengerin lagu Gren Fredly - AKHIR CERITA CINTA , anjir nyurucud lg cai panooon :'("
joy,teu hayang seuri tadinamah....tapi pas maca komen iyeu jadi ngabarakatak sorangan
joy,Hatur nuhun om tadi pendak meuni asa bungah hate heheh farhan penyiar
fear,Mbung ahh sieun gabung jeung maneh jdi odp
joy,"Aya hiji deui wa iklan kerupuk iklan erna jaya nu di iklankeun ku bazit teh, leuwih pikaserieun ajig. Tah buat uwa uwa nu hayang lalajo, ku deek di bere link yutub na"
joy,Akhirna usai weh kabeh! Aing mah ngan bisa jejeretean bungah ningali sia dapetkeun karma! Hahaha
anger,Ulah sok loba nada congor anu gampang diucapkeun ku babangus salira ! Lobakeun mah laku lampah anu hade jang ka diri oge ka batur #mikir #mj
anger,"Lamun sia jalu engges di galey ku aing mah demi tah, ngan ngahargaan we aing mah sia awewe !"""
sadness,Deudeuh teuing jang..mugia kagentosan..:))
sadness,urang mah watir euy ningali rakyat palestina kr sarusah
anger,Cik euy jaga babangus sia teh ari ngomong teh pikir heula! Tong asal jeplak
fear,"Meunang sih, tapi anggeur asa hariwang ningali maen mah. Teu jongjons"
sadness,Iwal ti pasrah jeung sumerah Najan hate nyeuri peurih kudu pisah :((
fear,"Geus kolot kieu, ngadenge iklan ""Nightmare Side"" di Ardan make aplikasi android...masih keneh keueung ih.."
joy,"Asa meni atoh ningali barudak SMA waraduk kampungan mamawa motor meliuk-liuk bari bawa bendera ga jelas dr depan kantor pajak kiaracondong, aipekteh disenteg ku TNI di hareupeun K-24.."
anger,"Geus edan kitu, Ku aing mah lain saukur Di tonjok dipodaran sakalian"
anger,"Aing etamah min,,nyindir caritana??baku hantam nyok"
joy,enyaaa bagja ningali baturan nikah..tapi sedih teu bisa nyaksian
fear,"Pamajikan dokter ge anyeng meni muringkak bulu punduk pok na teh ""sing rido nya a mun aya nanaon sareng abi,ieu tugas dan sumpah abi sbg dokter""......ya alloh sing di saralametkeun sadayana..."
anger,Jaga babangus! Kade bisi ka batur!
anger,Cik euy jaga babangus sia teh ari ngomong teh pikir heula! Tong asal jeplak
anger,Nikung tross sia teh anying
sadness,yadah lah pasrah sumerah aja sama gusti alloh:(
sadness,"asa teu wasa ninggal na oge, matak peurih kanu hate :("
fear,Hujana keeng kieu sien banjir aduh
joy,Bagja boga kalian brooooo
sadness,"meuni teu wasa ninggal bangke ucing ka tabrak heug ditungguan ku ucing hiji na deui, asa na you tube pisan"
sadness,"Sedih kieu nya , sing direzkian jeng disehatkeun si bapa nu dagang eta"
anger,Tapi chat aing naha ayena di read hungkul kehed
sadness,"Sedih ningali @persib jadi klub medioker kieu, duh"
fear,"Urang pernah rasis, ngahurungkeun flare, tapi meuli tiket mah always.. Tapi ningali imbasna ka Persib siga kieu mah duh asa hariwang.."
sadness,alah harr euy asa nyeredet hate kieu macana anjis:(
sadness,Hate anu tadi na bagja ayeuna jadi peurih kacida teu walakaya ku luka ti sia !
anger,"Meni rariweuh wae geuningan ,,, cik caricing sateh bisi di galey dina oli urut ,,,"
fear,Sieun euy aya nu ODP tatanga
sadness,asa nyeredet kanu manah lamun aya nu ngomongkeun cinta teh..teuing kunaon :((
joy,Nuhun Gusti PERSIB jadi juara doa sadayana kacapai Nuhun Gusti Nuhuuunnn
joy,"Bungah kacida ngeclak cipanon indung,reugreug kacipta ngaheulas wujud nu jadi bapa,geulis kasep,sing saroleh sing jarujur ulah takabur,,,"
anger,AING TEU SIEUN! KU AING KEPRET OGE TERORIS ANJRITT!
fear,"asa takut kieu euy beli buah import.., pdhal secara penampakan mah yg paling menggiurkan"
anger,"Goblog iyeu berita geus loba pisan simpang siur na , ga hoax ga makan anjing"
fear,Jalanan teh ramee tp naha asa keueung kieu loba mobil patroli.
joy,Duuh abdi rumaos bingah pisan gaduh pamimpin sapertos Akang anu sanggem turun langsung kalapangan ' kangge ngatasi banjir :-)
sadness,"Hate nu geus paheut dijieun raheut,omongan peureus nyieun leuleus,geus teu kuat nahan kanyeri geus waktuna sadar diri."
fear,"Aslina sieun,bulu kuduk merinding sndirian gadang alooooh"
fear,"urang tara maen pubg, sieun nempo getih"
fear,"sok Sieun Nempo, Ngabandungan, Merhatikeun Anjeun lamun Geus Datang Kitu. sumpah SIEUN"
joy,"Jadi aya kabagjaan batin anu karasa setelah seharian berperang menahan rasa haus jeung lapar,nuhun gusti nikmat. Wilujeng buka puasa bobotoh"
anger,Nanaonan lah poe sabtu bobogohan ka beak-beak duit arisia kudu ngajajanan. Jedog weh di imah tong sok balaga! Blog
fear,Muriding eta ngadenge suara misterius terompet
anger,Di galey ku aing sakali-kali mah. Geus kabina2. Sok sugan aya nu pangmelakeun. Sakalian dirempetkeun kuaing kagok.
sadness,Tahh ieu aa abi oge ieu mh. Aslina aa. Meni nalangsa abi teh aa
anger,Aing ningali ig na beuki aral ajig ka jelema eta siga nu ngahajakeun
fear,"anjrit sarap ki embung, ieu weh geus ngadegdeg aing"
joy,Hatur nuhun gusti enggeus mere urang Bengeut anu pas pasan tp Penghasilan cukup. Saumpama urang ganteng trus beunghar... mereun bakalan loba Aww anu ku urang dinyenyeri
fear,"Hariwang nempo Persipura fullteam. Bismillah weh, susuganan bisa meunang"
fear,sok sarieun abdi mah ningal tingkah awewe kota mah :(
anger,Mun geus anjing mah da kumaha deui euy wasitna ge kudu rada dipantau
joy,Duh.. meni asa genah pisan ieu manah teh.... Bungah kacida... Alhamdulillah...
sadness,Rumasa diri loba kurangna Iwal sumerah neda hampura Ka pangeran nu kawasa
anger,"EH ANYING SIA GOBLOG MASIH PAGI, PERFORMA RUSAK ANYING. GUSTI ALLAH NU AGUNG, TAH TINGALI SIA ANYING GOBLOG BAGONG JADI 66% DARI 100% AH SI TOLOL KALAKUAN SIGA DAJJAL. APAL AING GE SIA LOBA DUID TAPI TONG KITU ANYING KEHED LAH"
anger,Ayo Kang lawan... Aing geus geuleuh pisan buzeer laknat Abu janda.. Eta Jelema Asa kebal hukum
fear,Suaranya meuni horor maning euy!!!
joy,Meni bagja ningali bandung kiwari...gustii nu agung..
sadness,Repeh sanajan ripuh. Kudu bisa ngabelengeh sanajan hate hayang leweh. hirup kadang teu bisa di tebak jalan cerita na.
anger,"Hayang digaplok cigana, kalakah twit ulang ini ditjen_imigrasi Urg nu bingung di komen eta teu ditanggap, seneng bikin orang kebingungan~ masa kudu di serang trus"
joy,Kohkol kohkol..sora awi ditakol (kemudian barudak babarakatakan)
joy,kang sule mah orangna kitu nya pikaserieun wae pokonamah etamah kang sule moal aya we nu ngelehken ngalawak na
sadness,"gusti, sim kuring teu gaduh kawasa. nanaon anu dipikahoyong ku gusti,kuring teu tiasa ngahindar. gusti,kuring sumerah ka anjeun..."
joy,"Bungah ningali pamaen seserian, semoga di balik ini semua, akhir cerita, kita merai apa yg kita harapkan, selalu semangat cintaku"
anger,Dupi babangus téh upami nyarios kedah disarengan ku polo. Supados katinggalna pinter sanaos belegug ogé.
joy,Nyeri pipi ajig seuseurian maca komena
joy,"Alhamdulillah Goal deui...!!! Nuhun Gusti Allah, nuhun Zulham Zamrun."
joy,Alhamdulillah gusti nu maha kawasa masih nangtayungan hpna tiasa keneh kiat
anger,"Ngomong naon ieu, anying. Sok intelek pisan."
anger,"Paling ijid anjing ningali jelema agul ,laina sirik tapi ijid !!!"
anger,sibagong ngabangus wae tikamari
fear,Rek barang beli mikir jero kieu sieun manjang si corona goblog
anger,"Cik atuh sateh tong gagandengan pake knalpot racing dikomplek anying, nyirikeun pisan kampringna."
sadness,"Mun diri abdi diparengkn dipasti ku gusti enjing pageto,abdi sumerah tur ikhlas.sahnteuna abdi tos t ngrsa pnarasan ku cita2 abdi tibaheula"
sadness,"Miris, nu ngomen resep kana berita ieu ge saruana. Miris iman."
anger,"Rek preman rek naon oge ku aing moal di tarajean kira"" ngaganggu ka aing di leyek ku aing mah"
joy,"Teu nanaon abdi oge gaduh kulub hui+bajigur bari di harudung sarung,beeuuggghhh...kacipta raos jeung bingah na"
fear,"Geus asup angin kieu mh sieun bawaana ge. Ti tadi mikirna ka corona kieu ajg,"
anger,Reseeeep aing reseeep.... Buburak euy kanu tara ngaca mah lahhh rudeet
sadness,"Gusti hampura abdi seueur salah seueur dosa. . .,cipan0n nyurucud yen abdi teh bener bener hoyong sagala pangampunan. . ."
sadness,Aah..sok nyeredet kana hate Duh.. bet teu puguk rarasaan
sadness,"He eh perpisahanna ge meuni sedih, jiga nu geus 3 musim sareng persib, tpi pedah ngakat d era eta, jd memorable"
fear,"Bnr u,asa keueung :s RT Biasa tidur bareng adek, skrng balik kosan asa keueung"" kmu jg tidur ama nadya,tiq?"
anger,Kajian kajian beunget sia hurung!!
anger,awas sia setan damri mun patepung irung jeung aing di galey ku aing jeung aci :((((
joy,"Bagja + bungah kacida mun boga pasangan nu bisa ngabungahkeun kana hate, nyumangetan kana hirup jeung ngarti kana kaayaan nu keur d lakonan ~"
anger,Bacot na meni garihal tru gableg sopan gableg tv butut ghe
joy,"Naha om isin, abi mah sok atoh moment eta sok dilamikeun salaman ge pas hocew nu di pikareuseup ku abi om."
joy,"Tembus lagi bosquuuu! Mood keur sae, percintaan keur on the top. Nuhun gusti"
fear,Udah dirumah sorangan terus di dekat rumah saya ada yang inalilahi asa keueung.
sadness,"Teu wasa ninggal foto sareng video , sing curucud weee ieu cipanon.."
anger,"sia ngusik si dhini, berarti sia ngusik aing, sok lah dur der jeung aing. Aing ateul pereup yeuh! Mumpung sia budak 48 Leyek ku aing"
joy,"Nuhun Gusti, nuhun Ajengan, mugia Gusti maparinan pirang2 kasaean kanggo anjeunna amiin.."
joy,"Keur geulis,pinter dina nguruskeun pkerjaan rumah tangga,katambah getol dina ibadah na,,asa na teh bagja boga pamajikan"
sadness,Lungse tuluy ragrag cai panon ningali kalakuan diri sorangan nu iraha benerna :'(
sadness,"Najan motor urang boyot ge watir ningali si bapa ngadorong motor, da mun eta urang ge kudu ngadorong ti jabong ka palasari ciater mah mengok lur"
fear,Sebelah rumah ada yg odp Meni sieun ah
joy,Loba keneh gening bobotoh nu bagja ningali persib meunang najan maem butut pisan
joy,"Ngabuburit yg sederhana adalah mendengein kang Ibing, seuseurian sorangan, hate bungah,,angeun kacang mengantosin"
sadness,Dina amparan sajadah Abdi sumerah pasrah
sadness,"teu kiat muragken cai soca nyuhunken ampun ti sdya dosa"""
fear,"aih, ath da sieun pi lmun ngadangukeun neigmare mah. Sieun aya disisieun"
fear,"pa nasib orang pasar kumaha? Sy icalan di pasar induk caringin bandung, tos seueur nu panik, teu sakedik oge nu nyebar hoax pasar bade ditutup sementara... teu paruguh kieu bade icalan sieun ku covid-19 teu icalan asa piraku kitu pa"
sadness,Liat di ask.fm asa pengen cerik uy karunya :( da kumaha lagi jadi serba salah ke akunya sama kekamunya juga
joy,hatur nuhun teteh atos ngabales mention ti abdi bingah pisan ih ku abi di doakeun moga teteh succes selalu amiin” Sami2.. Amin
anger,"SI ARDI RIPUH KI SI VIZCARA AJIG TEU DI BANTUAN WAE NYERANG TEU BELUL, PAENKEUN FEBRI LAH AJIG GELEUH AING NINGALI S VIZCARA"
joy,"aduh asa dosa euy nyeungseurikeun ibu"" labuh ti sorodot hahahaha ngeunah seuri kieu hahahaha"
joy,ya allah gusti aya we pikaserieun teh
anger,"Dasar si waduk teh ngotoran lembur batur, ku aing buburak siah"
joy,Alhamdulillah hatur nuhun gusti padamelan tos di janteunkeun hobi
joy,cing atulah ieu teu kuat seuseurian ngedanguna
anger,"Tong abong lancek aing letik, wanieun di adu jeung sia mah, deleh siah ngusik kali deui di leyek ku aing"
sadness,Asa sok hayang cerik ari inget ka kolot teh duh can bisa kukumaha can bisa ngabahagiakn
fear,"Serem.Ninggali berita loba nu mokat gara2 miras oplosan,meningan tuturkeun uing,ngoplos indokape make susu,geus mah halal pulen deui ceng"
anger,"na ai sia meni legeg babangus teh tong sok asa Aing Uyah kidul ngomongkeun culture Indonesia, ngerakeun!"
fear,Jing merinding kieu ngadenge lengser wengi anyarna
sadness,"Abi hungkul nu ngarasa karunya, meuni polos pisan pak.. :)"
sadness,Demi allah ngucur cai panon ningali PERSIB JUARA
fear,Aing muringkak bro ngomongkeun apk eta
sadness,Rujiiiiiiiiiiiiit hayang mewek bari ngajerit hate the nyeri.
anger,"Punteun bagong beunget sia kirang twiterable nying, nuhun hehe"
joy,Ngakak ieu ningali wawancara the jak :)) ni bungah asa geus juara liga cempyen :)) kamana atuh koplok
sadness,"Kadang mah ngerasa tos teu kuat gusti :( pasrah we lah kumaha ge tos aya nu ngatur,,mugia tiasa iklas we ayeuna mah.."
fear,Asa hariwang nempo alam dunya kiwari. Geus hujan deui wae di bandung. Sebagian wilayah nju ka banjiran deuih
anger,"Gera modar lah boga indung the !! Ijid anjing (n) tibaheula aing ngadoa keun indung cing gera modar anjing jauh"" di hidup aing!teu rugi"
joy,"Duh inget di gawe d bayar ku roko 3 jeung kopikap. Kudu ngnjeman mtr btur deuih, pikaserieun haha tapi keun jadi pelajaran we nyuak haha. Nu penting mah loba nu nyaah ceuk"
sadness,"Asa teu wasa ninggal mamah n bpak,, riweuh qtu,,, ,("
sadness,"Heeh lah, gera balik lah:( sugan teh aing hungkul nu nalangsa cicing di kosan ternyata mane ge saruana"
fear,Sieun ngadenge sora bangkong jam sakieu
anger,"Teu loba omong da puguh ngararasakeun panas, lieur jng awak paregel oge tos puhrip. di ubaran ku istigfar weh bari diuk. Alhamdulillah, ngantri ti jam 8 di panggil pas pemeriksaan jam 10 langkung. Anu cageur wae aral nungguan 2 jam mah, komo aing! Tp teu nanaon, ngala supaya weh~"
fear,duuh uy asa hariwang kieu nyuak.. yuk ah gerakeun ieumah asli
sadness,"asa saredih mang euy, ngareri kayaan"
anger,"Kabiasaan jelema indo,munteu menta hampura kelaripikasi,weh bengetan ajig aral aing mah."
fear,sugan teh jelema eta ngarti kana agama...! ari padahal mah preman meuni sieun ngadenge na oge..
joy,"Asli aku seuseurian wae liat itu. Aku ge rek miluan challenge eta, meh org yg anti makin keseel."
fear,Gusti nu agung meuni asa hariwang ari di senyumin ku lalaki th.
fear,Iiihhh serem eta mah sigah nu aqu rek paeh
joy,"Dihaturkeun nuhun ka teteh anu nembe diangir, wargi Twitter tiasa babarakatakan sasarengan. Nuhun pisan teteh"
fear,Inalilahi kahuruan na kahatek meni serem ningali seuneu na ...
joy,Nuhun.pisan..abdi tos tiasa seuri nyakakak...mugi jadi pahala...
sadness,Aya kaduhung hanjelu naha Kang Emil teu janten gubernur Ibukota Negara
anger,"Kumaha kabarna UFO lia eden? Geus aya di monas can? Mun geus aya, buru Pindahkeun kana babangus si lia eden na.. Musingkeun!!"
joy,Seuseurian ngabarakatak kuatka nyeri kulit kanyut anjiss.
sadness,"Aduh rasa kecewa geus t bisa dibendung, Kudu kmh atuh persib teh, sebagai bonjovi ( bobottoh nonton di tv) keesel jeuung sedih ningali persib main. Sebagai tuan rumah dengan dukungan sporter luar biasa,, tetep eleh,.."
joy,Ngeunah seuri macaan nu parasea beda basa.
fear,"jalan menuju cigunung moal di omean kitu nya....meuni palaur kitu"""
joy,bagja ningali bandung teu loba umat
joy,Meuni endah.. Meuni raos.. Meuni sono.. Meuni bungah.. Hatur nuhun Gusti Alloh..
fear,Hare hare wae duh gusti kumaha atuh iyeu teh asa melang
anger,kajeun teuing paeh ku urang jawa dari pada d remhkeun mah. moal ingkah pisan aing makh. centang ku aing.
fear,Td liat di hp mama grup wa ibu2 kmpk dipuskesmas deket rumah ada yang positif corona Makin weh sieun astagahh
anger,"viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak, keun ku gusti Allah hayang teh di cokot deui da !! babi, ciga nu teu ngalaman wae kasusah sia. sia susah mah harita ka saha mun lain ka keluarga aing !!!"
sadness,Sok teu wasa ninggal anjeun mulih ngincig nyalira :'(
anger,Kemkominfo anying kehed belegug
sadness,Saleresna alim patebih deui teh mung ka Gusti Urang tiasa sumerah kedah kieu nasibna ukur cimata
joy,"Bulan, bentang kacida endah na. mere ka bungah liwat caangna. Duh dunya kacida tengtrem na :)"
joy,"Alhamdulillah ngeunah seuri, ngeunah dahar, seuri lebar nuhun ya alloh :)"
sadness,"Curucud cai soca, teu kiat eungap duh:&"
fear,Wengi lur... Asa hariwang jeung rada galau yeuh nempo komposisi pemaen asing Persib. Tong nepi meuli ucing di jero karung.
joy,"Ngabuburit yg sederhana adalah mendengein kang Ibing, seuseurian sorangan, hate bungah,,angeun kacang mengantosin"
anger,Alus jeung pas pisan eta judul tulisanna si abu janda mh emg pantes disebut anjing rabies & anjing setan. Kudu dipaehan eta jelma
joy,Nyakakak seseurian baca gambar ieu RT infosebel : Inget baheula aing dimarahin operator!! :(((((
fear,"Sumpah dekah miin sieun,mun deuket rek lumpat sieun"
fear,Sieun Ciga Itali atuh ih. Pak Jokowi Tulungan Tulungan.. Karunya Ridwan Kamil gawe na Mubajir. Loba teuing nu Mudik ti Zona Merah
joy,Meuni asa bingah ningal sadayana meuni guyub Mamah Ririn Iki P Iki Spot Sohib Teh Yan Bhasajan Dzannur Dhemasda...
anger,Asa teu kudu tunggal teunggeul GOBELOG. Da sarua kabeh oge jengkel ninggali persib maen siga kitu patut
anger,"Sia make baju oren herepeun beunget aing mun teu di halangan ku indung urg , ges di acak acak beunget sia , teu sieu ka dulur sia aing mah"
fear,"Meni pikasieuneun kitu nya,,, kinten2 sabaraha minggu tah teu ibakna....."
fear,Ava maneh ganti ! Ngadegdeg nempona ge
fear,Serem siah ih kaki aku udah ngaderegdeg dicarekan
fear,"Sumpah gw ngadegdeg sieun selift berdua doang sm tuh gorila,,pake acara nanya2 tuh"
joy,anyinggg nuhun ieu maca komenan netizen bandung meuni bahagia kieu abdi
joy,Alhamdulillah bagja boga pamajikan siga kieu.
fear,Ninggali komentarna ni sarieun kitu euy..
fear,Mendung+angin ngagelebug.. Meuni sarieun pisan
joy,"Harita pas nonton d medan, persib menang, meuni asa bungah hate"
fear,"Aduh teteh... Sy mah teu mudik ieu,sieun dicap ODP"
sadness,Aslina om sbaari dihuapan ku nu janten indung . Duh nyeredet kieu om
joy,"Min teu kuat ah @LawakKlubTrans7 komo cak lontong mah , babarakatakan teu puguh hahaha *gokill kapten :D"
anger,"Ppriheun awewe mah montong ""ngaroko"" atuh aranjing, gila nempona geus jiga ublag"
sadness,"Hate peurih asa di turih ,raheut manah asa ka panah ,urg ingkah lain teu nyaah hampura geus cape euy..,(("
anger,Lukdan lokdon lukdan lokdon Panon sia hiji ditengah Anjing. Masa aing rek meuli udud 1/2 bgkus kawarung di tewak aparat ngke atuh. Alfa indo euweh ydud ketengan! Nyetok? Duitna dieu atuh. Aranjing.
fear,"Bo sia gak ngerti yg gue rasain boo, keueung"
joy,"punten kang ngiring ngarojong tweet na, meni bingah ninggal murangkalih ngiring ngamumule budaya sunda sae kang"
joy,"Sok atoh mun status di like ku nu gareulis hahaha.. padahal mah da teu ngaruh na""on ngelike hungkul mah"
fear,"Buuk geus panjang, dek dicukur tapi keueung kopid, kmha atuh nyakk :("
sadness,Duh asa ku karunya nya mun ningali pujaan ati ngahuleng ngahulung balung.
anger,"Atuh anying aku teh gak mau marah-marah sama yg bandel, KUMAHA SIA WEH CAU MARUK KORONA TEH DIANGGAP PANYAKIT BIASA WAE, KUMAHA MUN ALLAH AMBEK GEDE TERUS NGAJIEUN PANYAKIT BISUL DINA JANTUNG SIAH..."
fear,"Aslina ben, jadi sieun kieu ey"
joy,Kamari si pujaan hati membawa kejutan nga-sms gitu meuni bungah pisan hate teh:
sadness,"bete lah ningali gebetan, hayoh we parasea jeung kabogohna, ari pegat hanteu! :(("
sadness,"Jam sakieu karek beres nonton miracle in cell 7, Dan tetep hayang leweh ajig nonton na ge, walaupun udah kesekian kalinya:("
anger,ngeliat beunget mnh teh asa hyng nijek
anger,sia ngomongna rek milih aing mun sia putus jeung nu ayeuna. buktina sia kanu sejen !! koplok lah NGAHUNTU hungkul siamah !!
joy,Mung ngadangukeun lagu2 sunda teh ieu hate meuni kumaha kitu.. sorr sorr duuh bingah kitu
sadness,"asa sedih ningali Persib taun ayeuna, kunaon jadi kieu ya Allah..."
sadness,Ngaku weh abi mah ayeuna keur saredih ningali umak ga jujur hnmm
sadness,"Abdi nempo setatusna, bari nyurucud karuar cai soca, teu kiat abdi nu nalangsa, emut wae kana seratanNana. (Derrys)"
sadness,"Ari kieu teh sok inget ka kolot,,lamun geus inget kolot sok baper:(("
joy,"BOGA KABOGOH TATANGGA DISABEULAHEUN IMAH PISAN....DUH MEUNI BUNGAH NA KACIDA JABA GEULIS. TEU KUDU ONGKOSAN, TEU KUDU WHATSAPP'AN, TEU KUDU AYA ACARA RINDU TERKEDALA OLEH JARAK DAN WAKTU."
fear,Jir di rumah bentak2an sama tante aku .. Serem lah! Ngadegdeg!
joy,NGAKAK PISAN ANJING IEU GAROBLOG WKWKWK. Udah paling seneng liat Tebby sama Tian papoyok poyok
fear,Serem jg liat percakapan cewe sama cewe dgn mesranya. hiiih ngabirigidig.
fear,hujan gede cuma berduaan sama Mikha di rumah! Meuni keeung kieu atuhlahhhh...
fear,keueung sih lamun bener. komo lamun ka Garut na pake umum. ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes. dinu sanes ka sebar deui :(( hih te malikir jelema teh barelegug
fear,Duh semakin mlm jadi pikasieuneun kieu......
sadness,NGUCUR CAI PANON AING NINGGALI TL LOBA KORBAN:'(
joy,Aya ku ngeunah seuri Ya Allah Alhamdulillah
joy,Asa atoh kieu bisa nyieun basreng kuah . Jaba ngenah deih . Jadi sok hyg nyieun cilok kopma
fear,Ngaderegdeg keneh kanyahoan nyontek pas UAS
anger,Mun dordar jeung ban serep asa hayang ninggang babatok si abu janda ku martil
fear,"Jir, sieun urang check-up rutin ka RS bulan ieu, geus loba nu positif, urang pesimis jeung RS na soal na... Teu modar gegara corona tapi modar gegara jantung kambuh,"
anger,"anjing,lamun di jatinangor sia ges ku aing buburak da."
sadness,Ngan saukur tiasa nyaklakeun cai soca teu tiasa ningali langsung. Jadilah penerus agama dan bangsa jagoanku Ikmal
fear,"punten, di cisaranten kulon pareum listrikna. Ulah lami nya plis. Keueung. nuju nurut anjuran pemerintah"
anger,Naha iye budak gelo pisan bangsat. Goblog maneh.
sadness,"Ripuh sakabehna, teu awak, teu pikiran, teu hate, teu aya nu beres da, nyeri. Hayang uwih hungkul ka imah nu d jabar, cicing diditu"
fear,"asa jauh panineungan kieu ieu teh aya naun, dug asa melang, cengkat asa hariwang, hate ting korejat kieu"
anger,Beunget sia nu kudu dilokdon
sadness,"Ya Allah meni waas, sararedih ningal video pagelaran sareng de file , perjuangan sareng kebersamaan pisan eta mah"
anger,Ijid anjing neuleu benget jalu eta hahaha ! Eraa weh mereun nya panggih jeung aing teh =)) lalaki matre anjing !
fear,hadeuh hadeuh....naha janteun keder kieu ...
fear,"Sarieun kieu akhir taun teh, loba nu ngagerung"
anger,Teu daek cicing pisan sia anying
joy,Alhamdulillah sehat..... baca status na tambih sehat da seuri wae ngabarakatak hahaahah
joy,"Balik ti stadion langsung ""obor light dinner"" jeung kabogoh... nuhun gusti malam minggu"
joy,Alhamdulillah.. Hade pisan boga gubernur teh euy..
sadness,Padahal geus teu walakaya haben weh dihajar. Kumaha dek respect. Jol aya nu nyeletuk “Nya da polisi ge cape tapi nu demo na rusuh wae.” Resiko kehed da tigas na ngamankeun mengayomi lain memukuli. Mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput.
fear,Main apa atuh huhu sarieun kieu aku kaget garut mau lockdown
anger,Pedah naeun keuhel ka aing.. ari aing geus nyusahkeun naon ka sia..bisa2na maen magic..t zaman bro k aing mah moal mempan nu kitu mah
sadness,Ka hate aing nage raheut har ieumah:(
anger,"Heh maneh! nu bobogohan make duit kolot,tong sok balaga ngaledek jomblo nu keur berusaha sukses wa euy!"
sadness,"acara ke Lampungnya bisa kga si di undur,hadeuh mimin kga bisa ngikut asa hayang leweh ai kieu teh, Bingung."
fear,sararieun tea ngadenge sora sirine mobil damkar
sadness,"Setiap inget we, pasti clak cai panon. ayn mh gs bda wktu. Knyaahna gs bner2 lengit psan, gs eweh. Jdi prcuma ngarep kenh g moal balik deui."
anger,"Tong so biyutiful lah jadi jelama mah!! Teu nyadar kitu beunget sia kos spiteng? goblog ih tidak menyadari eyapp sia mah tah raray!!"""
joy,Gara-gara si kevin aing jadi ngeunah seuri
anger,Goblog sia anjing abu janda setan.. Modar sia goblog
joy,"bahasana sama a sadayana. Saya kakarak apal , saya ngabarakatak saat saya nyawang lawakan nya, hahahaha mantap mang lawakan nya salam"
sadness,"Jumerit maratan langit,ngoceak maratan jagat,,,ngagurujud kna manah ,kabayang da sumpah...nyebret !!!"
anger,Bacottt siaaa..tibang tv butut burem ge meni agull.
fear,Najan duit di berean wae ge tapi mun rek barang beli teu ijin hela ka salaki teh teu wani urang mah
sadness,Kamu lagi apa? Akumah lagi nalangsa da
joy,Alhamdulillah y Allah ninggali kolot bingah mah ngiring bingah
