label,data
2,"Karunya nu jomblo geus aweuh tinggalieun di jalan, lekas membaik bandung :')"
2,"karunya sebenernya tanggungan keluarga teh gede pisan kaperluanana, daek teu daek kudu nyangu!! kade mang hati2 jaga jarak sm pembeli na jg, sing laris!"
2,"Karunya si bapa, cing dilancarkeun rejekina"
2,"Karunyaeun ningali rarayna pikasediheun merenan, jdi di bebaskeun"
4,kasubang Naek beca ~ hariwang nempo sieta
3,"kawan-kawan semua, ngeunah seuri ngeunah dahar, sing terus kieu weh ;)"
4,"Kawas angin nu teu reureuh gumelebug, Kaulanun, ieu haté ngan tutunggulan baé. Asa lewang, asa keueung. Enya, ku seueur sametan nu teu acan kacumponan"
1,"Ke antep cenah moyok heula, ke geus jadi ku aing di taplokeun kanu babangus na"
3,"Ke enjoyan yang hqq pisan, gawe babarengan kabogoh, bari ngadangukeun radio, lagu2 na sundaan, cuacana adem.. Nuhun gusti"
1,"Kebiasaan sibangsat hapus apk hp aing mulu babi, ribet hirupna pinafsueun sateh awewe awewe"
4,"Keeng kieu di pabrik , jaga mesin 5 posisi ku sorangan"
4,Keeng kieu diimah aya jangkring disana euy
4,Keeng kieu harepen imah supir angkot dibantai make cerulit ku anu naek motor
4,keeng ngadenge lengser wengi na
1,"KEHED SIA ANYING TEBISA CICING PISAN SIA ANYING CEUK AING DIUK DIDINYA SIA DIUK DIDINYA, SIA JELEMA APA MONYETSIH PPPPFFFFFTTTT"
1,"Kehed sia anying teu daek cicing pisan sia anying, ceuk aing diuk didinya maneh siawwteh diuk didinya, maneh kadieu ulah ganggu aing ai sia teh, oooh si.... jelema apa monyet sih? aing bingung goblog rariweh pisan palalur da aing da gelut jeung aingggg"
1,Kehed sia anying teu daek cicing pisan...
1,"kehed siaa anyiinngg,, jd urang mah kalem atuh naonnn di kadek ku aing mah"
4,Kemaren madinah sekarang solo. Duh Gusti kenpa dunia asa keueung
1,Kemkominfo anying kehed belegug
4,Kenapa bocil teh ngomongin nya jurig meni sarieun
3,Kenapa kangkung enak pisan yaallah hatur nuhun atas nikmat nya
1,Kenapa si anj org2 teh pd gajls pisan anjing
2,Kenapa ya oorang orang ni resep ngashare nu kieu:( asa karunya padahal nu di video na teu apal nanaon
2,kenapa ya sok jadi saredih gini kalau denger mau deket bulan puasa teh
2,Ker urang sukabumi moga di pasihan kasaban cocobi ti allah interpeksi diri urang bae ayenamah aya naon allah masih cocoba ka urang sadaya abdi di tanggerang turut perihatin sing sabaar nya
3,"Ketemu beneran dong ama Mantan Walikota Bandung dan sekarang jadi Gubernur Jabar, Kang Ridwan Kamil . Hatur nuhun atas waktunya. Semoga berkesan liburannya di ujung timur Pulau Jawa"
2,"Ketika aya nu teu jadi pengukuhan teh asa kumaha, karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah peuting."
2,"Keuclakna maseuhan pipi, nyerina nurihan ati, ci soca nu mawa tunggara, basa harita tresna udar tina simpayna ! );"
4,Keueung kieu ajig tolong:(
4,"Keueung nya teh angot pami tos teu aya nu ibadah Haji mah, naudzubillah himindhalik. Hiii"
4,keueung sih lamun bener. komo lamun ka Garut na pake umum. ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes. dinu sanes ka sebar deui
4,keueung sih lamun bener. komo lamun ka Garut na pake umum. ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes. dinu sanes ka sebar deui :(( hih te malikir jelema teh barelegug
3,"Keur cicing kapikiran manehnaa, pas muka WA storyna aya gusti sakitu ge meuni bungah abdi mh."
2,"Keur datang bulan, katamabahan nagara maburadul atuh beuki haneueul"
3,"Keur geulis,pinter dina nguruskeun pkerjaan rumah tangga,katambah getol dina ibadah na,,asa na teh bagja boga pamajikan"
2,Keur hayang buru buru beres teh aya we cocoba duh gusti
4,"Keur paur euy di jalan, kamari loba anu di begal jeung gangster warung ge ayeuna geus jam 10 tarutup gara2 kajadian keur eta"
2,Keur sararedih uing teh ningali kanyataan sodara/i urang di dzolimi ya Allah
3,"Keur sibuk gawean, keur sibuk ku orderan, nuhun gusti katampi nikmat na"
3,keur teu boga duit mah ningali tukang rongsok teh meni bungah~
4,Keur usum kieu mah batuk saetik rek di pariksa sieun di sangka corona..mit amit ajig
4,kieu da lamun imah deket kebon cau teh :( keueung ajig.
2,"Kieu kanyataan na, matak nalangsa ti awal maen ge.. Karunya"
4,"Kieu tah naik angkot teh. Isi bensin ga matiin mesin, meni parno. Sien pisan"
3,"Kirang naon deui gusti Allah mah, nembe oge dua bulan damel di Jakarta, atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil. Hatur nuhun gusti."
3,"KITA JUARA !!!! Sejarah tersaji di Pakansari, Hatur nuhun prestasi Persib Puteri, Kalian Juara pertama di Liga Puteri pertama. Gareulis, jaragoan , We Love U"
4,"kitu seteh yang, urng mh sien mnh indit jng batur, matak loba curiga oge"
2,"Kiwari mah munggahan teh bisa papajar heula, ayeuna mah saredih."
3,Kohkol kohkol..sora awi ditakol (kemudian barudak babarakatakan)
2,kok abi nyurucud ci panon teh:((( kangen soshi
1,Kok aya nya anying jelema modelan kieu. Goblog teh parah2 teuing atuh! Dzolim pisan ajig bebelaan ka gengsi nepi ka 21 jelema jadi korban serius. Goblog pisan
4,Kok jadi serem kieu nya om lur
1,"Kolot bedegong, ari ngalawan teu sopan ari ditahan emosi kadon ambek kapegung. Gera paeh atuh lah sia.."
2,"komo nahan sagala kasedih jauh ti kolot, tapi da mereun ieu ge demi nyumponan jalana hirup, ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri, Mudah2an sagala peurihna ayeuna janten bagja engkena"
2,"komo nahan sagala kasedih jauh ti kolot, tapi da mereun ieu ge demi nyumponan jalana hirup, ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri, Mudah2an sagala peurihna ayeuna janten bagja engkena"
4,Komplek perumahan si uwa sarieun kieu....
2,Korban begal??? Tapak bedog geuningan halisna :( Deudeuh teuing jang.
1,"Korona anjing lah musingkeun sia teh goblog! Konpirasi2 tai anjing cina perang dagang jeung amerika. Sok2 geura perang lah anjing saria teh. Kiamat, kiamat sakalian goblog!"
1,ku aing kadek heula dieu.
1,Ku aing leyek aing geus sukses mah kabeh
2,"ku alesan hayang mandiri,kapopohokeun ku ieu diri,ku alesan geus gede,anjeun mindeng raheut na hate. Ema..Hampura :'("
2,Ku bakat sabar wae nepika cai soca teu katahan sing kuat namina ngumbara sopi sing kuat jauh ti kolot sorangan can karasa k mnehna antepp eweh nu ngarti hji2 acan geu nu penting mah GAWE apanan
3,"Ku ningal foto.na wae oge ntos bingah ,komolamun ningal langsung bingah.na nteu katalungan meren"
2,"Ku tirisna oge tos teu walakaya, mugia teu sareng banjirna ka dulur di lembur ka baraya di kota."
2,"Ku tirisna oge tos teu walakaya, mugia teu sareng banjirna ka dulur di lembur ka baraya di kota. Mugia hujan iyeu janten berkah panyinglar si korona"
1,"Kuaing dibere 300 ribu sokkk asal daek bongkar barang barang aing. Geroan bebaturan maneh ayeuna, bantuan bongkar , rusak ganti. Ahh siga nu bener wae , dibere jang meli rokok 20000 kalakah menta 300 rb. Kepret ku aing siaa."
3,"kuatka ngenah seuri ya alloh rugi we jadi pamajikan mang adeng mah,nu d teangan na ge wayang lain pamajikan ke wkwkwk"
1,"kumah pernahnya naik angkot dari Cihampelas trs turun di baso bujangan, kan 2rb Aja ya, manalagi aku pake seragam mah osok murah.. tpi akuteh ngasih 5rb da lagi bageur.. Eh si mamang na kalah ngomong ""belegug budak teh, kalah mere loba."" aNJING PISAN EUY GEUS DIBERE TEH"
1,"Kumaha aing weh anjing, sia eweuh kawani mh geus cicing weh, babangus weh di gedekeun, di ajak sparing mumul, puputeran loba alesan"
3,kumaha atuh Ustadz jadi seuseurian sorangan....tanggung jawab nyak Ustadz pami abdi di sangki jalmi stress
2,"kumaha ieu kang,ma enya persekusi berulang2 wae atuh,meuni sedih ninggalina."
1,"Kumaha kabarna UFO lia eden? Geus aya di monas can? Mun geus aya, buru Pindahkeun kana babangus si lia eden na.. Musingkeun!!"
4,Kumaha nyaa asaa keder kieu yaallah
1,kumaha sia anjing ah lier bikang bikang tai anjing ah goblog teh parusing da
3,"Kumahanya, da aing seserian sambil ogo we sorangan tingali ieu"
2,"kunaon ny,naha bet ieu haté asa sararedih kieu"
4,Kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah. tapi leuwih sieun nempo cucunguk anu geus jadi jurig.
1,kunaonsi emg te bisa kitu menghargai jasa aing saeutik weh. kumaha si pipikiran na sia dmn tangkurak gblg setan
1,Kurang “NGAJEDOG SIA ANYING TEU MENANG DICAREK PISAN SIA TEH KOPLOK”
3,"kuring miharep dinten istimewa anjeun bakal mawa anjeun seueur kabagjaan, kadeudeuh, sareng senang. anjeun pantes aranjeunna pisan. ngaraosan! wilujeng tepang taun pikeun lee jeno rl sareng lee jeno rp!s"
3,"Lagi hujan, alhamdulillah pisan. Dr kmren ada 3 harian puannass pisan"
1,Lah wkwk sia teh saha anjing riweuh pisan antil tumorow antil tumorow babi
1,lain diserang...males we atuh da manehna ge nyerang Anies teu pupuguh s bebel teh.
2,"Lain mendramatisir, tp emang kanyataan... teu walakaya ngadangu suanten si coach"
2,"Lain mendramatisir, tp emang kanyataan... teu walakaya ngadangu suanten si coach"
3,"Lain nyerengeh deui , pada seuri ngabarakatak , komo si mang oleh jeung mang boby mah"
3,"Lain nyerengeh deui , pada seuri ngabarakatak , komo si mang oleh jeung mang boby mah"
4,Lain soal toleransi atau soal kadar kaimanan. Ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna. Ulah diantep mun aya kamaksiatan teh euy.
4,"Lain teu wani urang mah,sieun di sebut so jago"
4,"Lain Urang Teu Percaya,,Urang Mah Sien Maneh Nyaman Jeng Nulain"
2,Lambey teu tiasa deui nyarios nanaon... Pepereket nahan cimata.... NU antuk na bedah...lir walungan ca ah... Teu kiat ku ninggal na Hate nyeredet Ati ceurik Awak lunglay taya tangan pangawasa Ukur tiasa ngajerit na ati GUSTIIII.....!!!! YA ALLOH YA ROBBIIII...!!!
1,"Lamun deuk ngruskeun hirup aing ulah kagok, sakalian atuh biayaan aing bere pasilitas, ulah ngan saukur ngahuntu hungkul goblog !"
4,Lamun kaluar sieun positif corona Cicing diimah sieun positif depresi
1,Lamun kieu mh gs cenderung membahayalan keselamatan tim atuh? punten wee.. MANAJEMEN GOBLOG!!!
1,"Lamun sakirana masih butuh, tong sok nyapirakeun, Goblog! Rudet pisan."
1,"Lamun sia jalu engges di galey ku aing mah demi tah, ngan ngahargaan we aing mah sia awewe !"""
3,"Langsung ngabarakatak tea seuri teu eren"" haha"
3,Langsung sumbringah moga papa ky gni everyday
3,"Lanjutkan om, abi bingah ninggal twitt,na om, menghibur jasmani sareng rohani, nuhun om"
2,"Lebaran ge sepertinya tidak boleh solat ig kumaha nya, saredih gini padahal biasanya pas libur lebaran kita ulin popotoan"
2,"leles hate , hayang leweh ! ! Hiks hiks T_T"
2,"Lembur kuring taya duana, ngoceak manah asa kacida sonona...."
2,"leres pisan kang,,orng sunda mah saromeah...asa nyeredet kanu manah...di sebut jabar garis keras,sakelas prof otakna dangkal"
2,Liat di ask.fm asa pengen cerik uy karunya :( da kumaha lagi jadi serba salah ke akunya sama kekamunya juga
2,Liat kulkas meni sedih molongpong eusina cai bodas doang
1,Libur teh cicing di imah w kehed !! Dahar sing bener !! Istirahat sing loba !! Lain ulin piknik ngarumpi anjiggggggg !!!!!!!!
2,Lieur ah lur...... kabogoh teu boga... babaturan teuing kamarana! jadi weh loba nu gareuleuh ka uing! duit beak! asa loba kasedih hirup teh!
3,Lieur ah... Mending nonton opeje. Hahahihi ngeunah seuri ngeunah hitut
1,lieur aing mah ku sia anyng ari aya pinafsueun
1,"lieur aing nempo berita teh, pembunuhan, pemerkosaan, tabrak lari, perampokan, garoblog jelema teh, uteuk na beh mana"
1,lieur jelema teh loba nu toxic.hayang pindah planet aing mah
2,Lieur sedih hayang ceurik tapi era da ts peuting
4,Loba anu labuh keeng kieu
4,Loba begal di tiap kotana hariwang
4,"Loba begal kieu euy,, aduh ulah kamamana teh nya'an Asa jaman gorombolan pisan ieu mah"
1,"Loba cing ...Cong...Miang Susi...sia... China babi komunis anjink....di die ngaraja sia teh,ke di akherat Alloh anu ngabalesna,di dunia Oge,negara sia keturunan sia kena virus paraeh,tinggal sia ...tunggu babales ti Alloh...Tiada Tuhan Selain ALLOH...."
3,Loba keneh gening bobotoh nu bagja ningali persib meunang najan maem butut pisan
2,Lock down atawa heunte...tos ngoceak
1,Lockdown2 tai anjng lah pinapsueun kehed!!!
1,Lokdong impoh pagujud imah kelelep kabeh acak acakan atau gebotan biang panyakitna podaran agen penyalur dan pengecer kikikan di tengah leuweungna.
3,"lolos alhamdulillah, henteu ge te nanaon... abi bingah ninggali permainan dan semangat juang Tim anu ayeuna, (punten) benten pisan sareng taun kamari.."
3,Luar biasa banget Nuhun ka Gusti Allah .. Untung anak muda Cileuksa nungguin di Pasir Madan
1,Lukdan lokdon lukdan lokdon Panon sia hiji ditengah Anjing. Masa aing rek meuli udud 1/2 bgkus kawarung di tewak aparat ngke atuh. Alfa indo euweh ydud ketengan! Nyetok? Duitna dieu atuh. Aranjing.
2,Lungse tuluy ragrag cai panon ningali kalakuan diri sorangan nu iraha benerna :'(
1,maaf km sy ungpol wkwk ms mending g sy blok bangsat ngeselin pisan
4,"Macaan replyan jeung twit bayavvak eta asa hariwang bahh.. Asa mni bebas eta, komo deui abi kagungan murangkalih istri, hariwang duhh"
1,"Maen Jeung hatena ,nuhun badag mas Hariono24 , manajemen goblog !"
2,"Mah, mamah kudu kuat, mamah kudu sembuh pokokna mah. Mega yakin mamah karunya pan ka mega jeng ka mimiy. Hayu mamah gugah, arurang masih butuh mamah"
2,"Mah,pak ieu nu namina dewasa teh? geuning karasa cape karasa pisan leleusna gawe, cape hate cape fisik, nahan awak anu kudu na cicing ngagoler tapi kudu tetep seuri ka konsumen. Sanajan hate nalangsa, tp urang kudu berusaha"
4,Main apa atuh huhu sarieun kieu aku kaget garut mau lockdown
3,Makan Siang di Warung Sunda Kuningan.... Ditembak ku kopi hideung panas.... Duh asa bagja pisan.... Bebas asa merdeka ....
3,Makan siang nikmat itu.. Pete asin tahu tempe jeung sambeeel.. Gustiii meuni nikmat.. Alhamdulillah..
3,Makasih banyak foto sudjiwo tedjo yg diedit jadi jack sparrow.. alhamdulillah seuri deui urang
3,makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
3,makasih sia geus perhatian duh bagja boga adi th sanajan sok pasea ge ({})
1,"Makin borokokok nya da, pikasebeleun jeung pinafsueun hirupna"
1,Makruh goblog sakalina puasa teh siamah
1,maksud aing te da ikuti prosedurnya aja gitu sabar anjirrrrr ih anying bodat sebel pisan
3,Malah jd ngakak Haturnuhun nobita atos menghibur
4,"Malem jumaah hujan badag pisan, meni karareueung :("
4,"Malem mingguan abi mah teu kamamana, sarieun kaluar oge ah."
1,"males pisan aing sama orang yang di khawatirin tapi pibangsateun! anjing gabisa menghargai batur pisan, tai"
3,MAMAH IEU AA DI SEBUT LUCU MENI ATOH PISAN
4,"mamang, plis, abdi bade tidur ini teh...asa kareueung ginih..."
1,Mana jelemana mang!!!podaran ku aing!!
2,"Mana teuing eta indungna, keur mah ditaranjangan, ditalian. Geus atuh anying karunya anak Batur meuni pereum benta Kitu eta."
2,"Manah anu raheut, ngoceak maratan jagat, manah anu peurih, ngoceak maratan langit. Nalangsa anu kacida ageungna"
1,Manajemen Goblog! Nu alus dilepas ari nu butut dicokot
1,"Manajemen masih cicing wae teu berusaha neangan pelatih anu berkualitas, Fix sia manajemen goblog."
1,"maneh baperan anying, kitu hungkul make dibacotan. edgy pisan meren nya?"
4,Maneh pernah ngadegdeg sieun isukan kumaha? Aing kitu unggal peuting
1,Maneh sakola ge can lulus sakali pipilueun pinapsueun Eh belegug sia teu ningali puluhan dr geus wafat.aya empati ke. Era jrit mahasiswa model kieu...blog lah
4,Maneh sararieun teu sih mun keur sholat jumat sabelah batuk wae
1,maneh teh pakboi ulah ngaku2 belum pacaran atuh maneh goblog!
2,Mang euleuh punten ah tong nga upload photo korban na atuh meni asa teu wasa ninggal na ge :(
2,"Mangkat macet teu maju teu mundur , alhasil motor fi simpen di deket sawah , asup menjelang akhir babak 1 , eh aliraan babak ka 2 na sedih kahujanan ban bocor balikna endah pokonamah iyeu"
3,Mani asa ku nikmat kieu gogolehean bari ngupingkeun lagu papatong koneng versi koplo.
3,mani bungah ngupingkeun barudak nu keur tasrifan Alhamdulillah sing harasil bageur nu dipimaksadna aamiiin :)
2,Mani kuat nyurucud cai panon ningali si jalu ngagoak... Sing janten jalmi soleh jalu...
4,"Mantak teu jadi meuli ge pin, Asa sieun nempo bumbu na"
3,"Mantepna mah kieu bray, barudak saling ngartikeun ngeunah seuri jeung bebas !! Ngan didieu tempatna"
4,"mapay gang, ngadenge sora bahenser listrik disada tuit tuit tuit...reuy teh meni asa muringkak bulu punuk."
3,"Maraneh na mh sok atoh mun di ulinan th, ngaran liwet, lauk, hayam, jg batagor mh sok aya wae, unam oge sok aya wae hehehe"
1,"marantog sia anjing,baledog ku aing sia kehed goblok teh ah."
4,"Marhaban yaa ramadhan, puasa taun ie paling beda cigana,walaupun tiap taun beda ge tapi taun ie paling beda & tiiseun,keeung kie dunya gusti"
1,maruk sia saha kehed? ngatur ngatur aing
1,"MARUKAN KEREN,KECE,KASEP KITU TAPI MANEH MERE HARKOS? BEUNGET SIA!LUNTUR TAH KABEH"
1,masi aneh sama org org yg ngejual masker. goblog sia teh bener bener setan anjing aing neangan eweh dimana mana anjing sia ngajual harga jiga nu eweh otak anjing setan sia ker kieu di jadikeun bisnis setan! aing aral yeuh kumaha mun maung aing kaluar?!
2,"Masih bisa asal pake masker. Haha Meni sedih bogor sepi mall pd tutup, gak macet kyk dulu. Sepi"
2,masih can rela sumpah yang kamu baik2 nya tong hilap segalana ngajerit hate mah kangen yang
2,Masih masakan cina.. nu heunyay kuahna. Asin jeung hayang utah. Cukup kuahna...da bukurna asa cangcaya. Tinyuh deui popmi nu tinggal 2. Naik ke kapal.. coba pke telpon satelit. Tapi keur raribut... manya cenah karak 5 menit beak sajuta setengah. Teu jadi nginjem na.
1,Masih ngantosan ti priok kang jadi teu eta teh si koplok teh boa ngahuntu..
3,masing duit teu cur cor ge ari boga kebebasan mah pan bagja
2,Masjid di lembur kolot meuni sedih ningalna sugan bisa di omean deui... Daerah cipanas
3,"Masyaa Allaah. Tabarakallaah. Hatur nuhun, Aa Adis. Meuni sae pisan kolabna. Barakallaahu fiik, Aa Adis."
3,"masyallah, kacida bungah na uing, ningali nu kie"
2,matak dadas kana hate bung :(
2,"Matak sakapeung mh sok kaduhung aing te naha bet biasa, nyaho kie mh aing moal ngucapkeun siga biasana. Asa nyeri hate wh kitu hehe. Mnding lah mun jelas sababna aing boga salah, iemh ojol2 teu puguh"
1,"Matakna jd perempuan jgn bodoh atu, rek naon ngadatangan si botak ... beuuuhhh, Anti galau mah sholat sing kereup ... dodol"
1,"matakna rada dijagi babangus na bray, sasanget sanget na leuweung moal leuwih sanget tibatan sungut"
4,Mati lampu + ujan dordar gelap = keueung to the max!!!
4,Mau mandi asa takut kieu di rumah sendirian:]y
4,Mbung ahh sieun gabung jeung maneh jdi odp
4,"mdh2n hasilna negatif, didieu nu ckt2 ge aya cnh kang,ngan pihak RS wajib ""repeh"", nu jls mah asa jd kareueung euy"
3,"Meh maraneh ngeunah seuri weh, pan kami tugasna menghibur followers nu rarungsing"
3,Melihat reply nya sungguh ngeunah kana seuri sekali
2,MENANG ELEH ABDI TETEP BOBOTOH SETIA PERSIBTONG CACI MAKI PERSIB ABDI#tekaraos nyurucud cai panon. . .
3,"Menang euy GR 7 - 8 BONFICA asa ku bagja boga ngaran diciamis tim footsaall yeahh. ""Nhun barudak"""
3,Menciummu dalam foto dan memelukmu dalam mimpi aja akumah udah bungah banget da meuni asa milik diriku sorangan kamuteh hih
4,Mendadak sunyi dan kareueung sumpah
4,Mendekati lulus S1 Asa jadi sieun
4,Mendung+angin ngagelebug.. Meuni sarieun pisan
4,"Mengerjkan tugas d Baarengi lagu one day in your life, naha jadi keeng kieu, haduhhhh"
2,"meni asa ku runtuh hate,, ngawelehkeun hate aa.. sim kuring teu rumaos lepat, sim kuring rumaos kasakit ningali aa saredih ninggalna.."
2,"Meni asa nyeuri hate sakalieun kieu th euweuh kmha2 aneun ,rk kumaha2 kbtr tara biasa arera ,nampi gusti sgala cocobi nu teu aya eureun na meskipun hate mah asa hyg cerik ngajerit teu kuat kieu wae"
2,"Meni asa saredih kieu puasa rek nggeusan. Sabulan deui ya Alloh lah tambahan mun tiasa mah puasana.. Bakal Sono ngariung ba'da maghrib jeung genk Sakuntala ditempat gawe, bakal sono raeng na sora toa kunu tadarus di masjid.. Bakal Sono lelenggutan lamun keur sahur.."
2,"meni asa saredih pami ningal ft b Dedeh Fadilah, ayeuna mah tos teu tiasa sasarngan deui,....sing sehat saterasna b deh sareng tiasa menikmati masa purnabakti.....jangan lupakan kami bund."
3,Meni bagja ningali bandung kiwari...gustii nu agung..
4,meni da sien atuh mun ges seer lalaki nu ngariungteh:(
4,"Meni garalak ih om, sarieun:("
2,"Meni hayang ceurik maratan langit,ngoceak maratan jagat,..mundipikiran lain pikiranen,tapi kapikir wae,Mundi lamunan lain lamunaneun,tapi ras karasa nyeurina,tapi hirup kudu di jalani lain di pikiran,hirup kudu terus maju te bisa di ereunken.mun Eren maot tea"
4,Meni hyg jajan ciki atuh aku teh ka indomart); ngan sien kieu);
4,Meni inimah bermemberkan para wanita ih masa aku jd lesbi meni sarieun:(
4,meni kareueung gini atuhlah
2,Meni karunya nu keur ujian. Asa sararoak hirupna. Cing lalulus nya suys :(
4,Meni keueung ningalina sepi kieu :((
2,meni nalangsa kie eyy
2,meni ngabatin rek ngudut doang gusti
3,"Meni niat pisan ieu mah nu nuju seueur kahoyong dugi kaditu kadieu ge dibebelaan. Asa inget basa eta pernah kitu oge jauh mela melu diturutkeun ari kr aya bageur na mah. Kacumponan oge nu dipikahoyong teh, nya wareg nya bungah nyaah pisan pokona mah hehe"
3,Meni nikmat ngadangukeun tembang najan 30 detik oge!
2,"meni nyelekit kana hate minn, dadas hate aink mahh, geus kuduna DjanurOut lahh"
4,"Meni pikasieuneun kitu nya,,, kinten2 sabaraha minggu tah teu ibakna....."
2,Meni pikawatireun. Sing sabar jang Zohri. Nu penting merah-putih selalu dihati.
2,Meni raheut kana manah euy
1,"Meni rariweuh wae geuningan ,,, cik caricing sateh bisi di galey dina oli urut ,,,"
3,meni reeus jeng resep ningal barudak diajar macul di sawah. . .
4,meni sararieun gt ya udah corona skrg dbd juga lg usum
2,meni saredih kieu ihhh
2,"Meni saredih nya, teu paruguh jadina hirup teh:("
2,"Meni saredih nya, teu paruguh jadina hirup teh:("
2,Meni sedih laguna bang Bry... Inget jaman ngora
2,Meni sedih nempo pimpinan urang
2,Meni sedih tapi pami ningal Kopo- Cigondewah mah angger hilir mudik macet
2,"Meni sedih udah mah ga boleh keluar, di dalem main game diamuk, serba salah :("
4,meni serem atuh pas buka grup keluarga isinya gini :( takut banget ... dalem kondisi kaya gini org2 jd pada gila demi dpt duit.
3,"meni sok atoh mun aya si mimin datang pas teu boga quota, pas gimana gitu wkw"
3,Meni sok ngiring bingah ningal barudak lemet anu atoh nonton cherrybell.....
2,"mentang2 mamah ges dulur sabelah, meuni te dianggap. Heeh da mentang2 bapak ges maot"" sedih dengernya."
4,merapat euy! Aing ngadegdeg sieun aya nu wawuh. Jeng teu mawa helm deuih.
2,"Merinding anying ngadengeken nu takbir, teu walakaya sorangan mah teu bisa nanaon. Pikasedihen lamun dicaritaken mah"
3,"Merinding ningali mic check rrq. Pernah ngasaan sih, juara te emang atoh jeung bangga pisan"
4,"Meunang sih, tapi anggeur asa hariwang ningali maen mah. Teu jongjons"
3,Meuni asa bingah ningal sadayana meuni guyub Mamah Ririn Iki P Iki Spot Sohib Teh Yan Bhasajan Dzannur Dhemasda...
2,Meuni asa karunya :((
4,meuni asa keeung ngadangu geulap ting jaloledar teh jaba meuni endeur....
4,"meuni asa rame nya crime dimamana... kemarin juga rampok di Domino Pizza Margahayu, siang-siang deuih eta mah bawa senjata api. Sarieun kieu nya Bandung"
3,Meuni atoh ningali adi lanceuk guyub kitu
3,"meuni bahagia kieu ih aing,pang bahagia bahagia na ih"
3,Meuni bahagia pisan euy bisa tidur siang. Ya Allah. Nikmat banget
3,"Meuni bingah ningalna ya alloh mudah"" PaS 02 kengeng. Cipanas cianjur atos siap.. insya alloh. Sae kapayunna amin"
3,"Meuni bingah uy, Manchester united menang teh.. keur mah, calik dipuncak klasemen ditambih gaduh pertandingan sisa :)"
3,Meuni bungah ari si mamah masak iwung mah euyyy... hujan hujan taliris... nyuruput cai iwung hahahah
3,meuni bungah boga batur jago sunda i lop you teu eureun2
3,"meuni bungah kieu euy meunang di ngalam, nuhun bahh, nuhun bauman"
3,Meuni endah.. Meuni raos.. Meuni sono.. Meuni bungah.. Hatur nuhun Gusti Alloh..
2,"Meuni karunya pisan, didamel obyek siksaeun"
4,Meuni keeng kiye aduhhh gusti hujan the jng dor dar gelap deui...!!
4,"Meuni keeung ih. Kamar paling pojok, lantai 2. Ngidupin tv volumenya digedein, risih sendiri.... Jangan sampe aja kejadia beberapa tahun lalu keulang."
3,"Meuni ku endah, tebeda nami na gusti nu agung, dimana bumi endah teh"
4,"Meuni loba trit horor, benget maneh ge geus horor padahal"
3,Meuni ngeunah ngabarakatak eeeuy uiiiiing....!
2,"meuni ripuh awewe the aing teu pernah nuntut nanaon ka lalaki, cukup apresiasi, mana pernah di bawakeun kawas kitu, baturan oge mun ngarambek ceunah ngabales wa teh “Y” hungkul alah aing mah teu nepi hate karunya"
4,Meuni sarieun Ya Allah liat berita:')
2,Meuni sedih hirup teh sasadu wae
2,Meuni sedih pisan euy kang macana
4,Meuni soak ningali nu di siksa
2,"meuni teu wasa ninggal bangke ucing ka tabrak heug ditungguan ku ucing hiji na deui, asa na you tube pisan"
3,"Mhn kang..jumat kamari aya broadcast wa ti kec, jumatan di tiadakan di kec. abdi. Kamari pengurus masjid rapat ngabahas jumatan dinten ieu..koordinasi sareng pihak terkait. Alhamdulillah dinten ieu tiasa jumatan deui.. diterapkeun oge standar pencegahan."
4,mialloh hudang langsung urg ngadegdeg euy serem psan baruda urg mah yaalloh gar urg mimpi buruk 2poe berturutturut :'(
3,Mici mincot td aku bikin es nata de coco & biji selasih nikmat pisan cot alhmdulilah menu anak kos aja
1,"Mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung keneh di batikeunna,sakitu mun saria away menta tulung tiketna kasaha,urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng pisan lah"
1,Mikiran maneh mah pinapsueun anying
2,Milu ngurucud cai panon ningali maraneh
4,"mimin nya mantap (y) pool min sejarah nya, muringkak muringkak."
4,min punten betul serawan ini kah kota bandung?? . Dapet dari grup wa... Mohon klarifikasi nya... Haturnuhun... Meni asa kareueung kieu..
2,"min service kulkas samsung di bandung timur disebelah mana ya? minta infonya min, lagi ramadhan kulkas rusak meni saredih..."
3,"Min teu kuat ah @LawakKlubTrans7 komo cak lontong mah , babarakatakan teu puguh hahaha *gokill kapten :D"
3,"Min, seueur tokoh sareung pupuhu anu tos ahli di tiap daerah kana bahasa deungeun, cobi di sumpingan sok atoh jeung someah kolot baheula mah meun nyalurkeun elmu ka budak ngora"
1,Minuhan tl ig anying eta until tomorow hoream pisan
2,"Miris ya Allah karunya tepi diantep kitu,rasa simpati jadi terbatas... Corona"
